categoria,bloque,codigo,descripcion,precio,stock,specs
windows,LENOVO Notebook,82X700KEUS,"LENOVO IDEAPAD SLIM 3 15IRU8 (82X700KEUS) 15.6"" FHD NOTEBOOK ARCTIC GREY",USD 1.020,STK,"Processor: Intel Core™ i5-1335U, 10C (2P + 8E) / 12T, P-core up to 4.6GHz, E-core up to 3.4GHz, Memory: 16GB LPDDR5 4800 RAM, Storage: 256GB SSD M.2 2242 PCIe® 4.0x4 NVMe®, Video Card: Integrated Intel® Iris® Xe, Display: 15.6"" FHD (1920x1080) TN 250nits Anti-glare Graphics, Wi-Fi® 6, 802.11ax 2x2 + BT5.2, Windows 11 Home x 64 bits, preinstalado. Peso 1,62Kg. - HD 720p with Privacy Shutter"
windows,LENOVO Notebook,83TF0000US,"LENOVO YOGA 7A (83TF0000US) 16"" 2K LCD TOUCHSCREEN LAPTOP SEASHELL [Pad Numérico]",USD 1.250,CONS,"Processor: 2 gigahertz AMD Ryzen AI 400 Series AI 5 430 up to 4.5 gigahertz (4-core), Memory: 16GB LPDDR5X 8000 megahertz RAM, Storage: 512GB PCIe 4.0 SSD, Video Card: AMD Radeon 840M Integrated, Display: 16"" LCD IPS 1920 x 1200 (WUXGA), Brightness: 400 nits, Refresh Rate: 60Hz, Wi-Fi 7, Bluetooth Windows 11 Home x 64 bits, preinstalado. Peso 1,62Kg. - 5.0MP + IR with Privacy Shutter"
windows,LENOVO Notebook,83S60042US,"LENOVO IDEAPAD SLIM 5i (83S60042US) 16"" FULLHD+ TOUCHSCREEN LAPTOP COSMIC BLUE [Pad Numérico]",USD 1.250,STK,"Processor: Intel® Core Ultra 5 Processor 322 NPU 46 TOPS, Memory: 16GB SODIMM DDR5-5600 RAM, Storage: 512GB SSD M.2 2242 PCIe® 4.0x4 NVMe®, Video Card: Integrated Intel® Graphics, Display: 16.0"" (WUXGA) 1920 x 1200 400 nits IPS Anti-Glare 120 Hz Touch, Wi-Fi 7 + Bluetooth 5.4 Windows 11 Home x 64 bits, preinstalado. Peso 1,60Kg. - FHD 1080p + IR with Privacy Shutter, ToF Sensor"
windows,LENOVO Notebook,83TE001PUS,"LENOVO YOGA 7i (83TE001PUS) 16"" 2K OLED TOUCHSCREEN LAPTOP 2-IN-1 LUNA GREY [Pad Numérico]",USD 1.700,STK,"Processor: Intel Core Ultra 7 355, 8C (4P + 4LPE) / 8T, Max Turbo up to 4.7GHz, 12MB Intel Smart Cache, Memory: 24GB LPDDR5X-7467 megahertz RAM, Storage: 512GB M.2 2242 PCIe 4.0x4 NVMe SSD, Video Card: Integrated Intel Graphics, Display: 16"" WUXGA (1920x1200) OLED 300nits Glossy / Anti-fingerprint, 100% DCI-P3, 100% sRGB, 60Hz, Dolby Vision®, TÜV Low Blue Light, Glass, Touch, Wi-Fi® 7, 802.11be 2x2 + BT5.4 Windows 11 Home x 64 bits, preinstalado. Peso 1,74Kg. - 5.0MP + IR with Privacy Shutter"
windows,LENOVO Notebook,21MAA010US,"LENOVO THINKPAD E16 G2 (21MAA010US) 16"" FULLHD+ NOTEBOOK ECLIPSE BLACK [Pad Numérico]",USD 1.800,STK,"Processor: 1.7GHz Intel Core Ultra 7 155U, Memory: 32GB DDR5-5600MHz RAM, Storage: 1TB SSD, Video Card: Intel Graphics Integrated Graphics, Display: 16"" WUXGA (1920x1200) IPS Anti-Glare, Gigabit LAN 10/100/1000 Network, WiFi 6 (802.11ax), Bluetooth 5.2 Windows 11 Home x 64 bits, preinstalado. Peso 1,81Kg. - 1080P IR with Privacy Shutter"
windows,LENOVO Notebook,21SR007EUS,"LENOVO THINKPAD E16 G3 (21SR007EUS) 16"" FULLHD+ NOTEBOOK ECLIPSE BLACK [Pad Numérico]",USD 2.000,STK,"Processor: 1.5GHz Intel Core Ultra 7 255H Up to 5.1GHz (16-core), Memory: 32GB DDR5-5600MHz RAM, Storage: 1TB SSD, Video Card: Intel Arc 140T Graphics, Display: 16"" WUXGA (1920x1200) IPS Matte Anti-Glare Refresh Rate 60Hz Brightness 300 nits, Gigabit LAN 10/100/1000 Network, WiFi 6 (802.11ax), Bluetooth 5.3 Windows 11 PRO x 64 bits, preinstalado. Peso 1,63Kg. - 1080P IR with Privacy Shutter"
windows,LENOVO Notebook,21QFS1JG00,"LENOVO THINKPAD T16 G4 (21QFS1JG00) 16"" FHD+ TOUCHSCREEN LAPTOP BLACK (Pad Numerico)",USD 2.200,STK,"Processor: Intel® Core™ Ultra 7 Processor 255U (2P-core + 8 E-core) Up to 4.2GHz, Memory: 32GB LPDDR5x 5600MHz, Storage: 1TB NVMe M.2 Gen 4 SSD, Vodep Card: Integrated Intel® Graphics, Display: 16"" WUXGA (1920 x 1200) IPS Touchscreen, 400 Nits of Brightness, Intel® Wi-Fi® 6E AX211, 802.11ax 2x2 Wi-Fi® Bluetooth 5.3 Windows 11 PRO x 64 bits, preinstalado. Peso 1,75Kg. - 5MP RGB with Microphone and Privacy Shutter"
windows,LENOVO Notebook,21SKA0L3US,"LENOVO THINKBOOK 16 (21SKA0L3US) 16"" FULLHD+ TOUCHSCREEN ARCTIC GREY",USD 2.400,STK,"Processor: 2.3GHz Intel® Core™ Ultra 9 185H P-core / E-core 1.8GHz / LP E-core 1.0GHz, Memory: 32GB DDR5 5600 MHz SODIMM RAM, Storage: 1TB 2280 G4 TLC SSD, Video Card: Integrated Intel® Arc Graphics, Display: 16"" WUXGA (1920 x 1200) IPS Anti-glare, Intel® Wi-Fi® 6E AX211, 802.11ax 2x2 Wi-Fi® + Bluetooth® 5.3, M.2 card Windows 11 PRO x 64 bits, preinstalado. Peso 1,75Kg. - FHD 1080p with Privacy Shutter, Dual-microphone array"
windows,LENOVO Notebook,83U90005US,"LENOVO PRO 9i AURA (83U90005US) 16"" 3.2K OLED TOUCHSCREEN LAPTOP THUNDER GREY [Pad Numérico]",USD 3.500,STK,"Processor: Intel Core™ Ultra 9 386H 16C (4P + 8E + 4LPE) / 16T, Max Turbo 4.9GHz, 18MB Intel® Smart Cache, Memory: 32GB LPDDR5X-7467 RAM, Storage: 1TB SSD M.2 2242 PCIe® 4.0x4 NVMe®, Dislplay: 16"" 3.2K (3200x2000) Tandem OLED Touchscreen 1600nits (peak) / 1000nits (typical) Glossy / Anti-fingerprint, 100% sRGB, 120Hz, Dolby Vision®, DisplayHDRTM 1000, Corning® Gorilla® Glass 3, Wi-Fi® 7, 802.11be 2x2 + BT5.4, Lenovo Pen Gen 2 Video Card: NVIDIA GeForce RTX™ 5060 8GB GDDR7 Windows 11 Home x64, preinstalado. Peso 1,99Kg. - 5MP Webcam with Microphone"
windows,MICROSOFT Notebook,EP2-59488,"MICROSOFT SURFACE LAPTOP (EP2-59488) 13.8"" 2K TOUCHSCREEN SILVER",USD 1.850,STK,"Processor: Qualcomm Snapdragon X2 Elite X2E-80-100 (12-Core), Memory: 16GB LPDDR5x RAM, Storage: 512GB SSD, Video Card: Integrated Snapdragon Qualcomm Adreno Graphics, Display: 13.8"" Touchscreen PixelSense Flow™ 2304 x 1536 Screen Resolution Refresh Rate: 120Hz Brightness: 600 nits, Wi-Fi 7 (802.11be) | Bluetooth 5.4, Display connection via USB port Windows 11 Home, preinstalado. Peso: 1,40Kg. - Front Facing Camera Video Resolution 1440p (2K), 10MP Ultra HD Rear Camera"
windows,MICROSOFT Notebook,EP2-59499,"MICROSOFT SURFACE LAPTOP (EP2-59499) 13.8"" 2K TOUCHSCREEN BLACK",USD 1.850,STK,"Processor: Qualcomm Snapdragon X2 Elite X2E-80-100 (12-Core), Memory: 16GB LPDDR5x RAM, Storage: 512GB SSD, Video Card: Integrated Snapdragon Qualcomm Adreno Graphics, Display: 13.8"" Touchscreen PixelSense Flow™ 2304 x 1536 Screen Resolution Refresh Rate: 120Hz Brightness: 600 nits, Wi-Fi 7 (802.11be) | Bluetooth 5.4, Display connection via USB port Windows 11 Home, preinstalado. Peso: 1,40Kg. - Front Facing Camera Video Resolution 1440p (2K), 10MP Ultra HD Rear Camera"
windows,MICROSOFT Notebook,EP2-59285,"MICROSOFT SURFACE LAPTOP (EP2-59285) 13.8"" 2K PLUS TOUCHSCREEN PLATINUM",USD 2.300,STK,"Processor: Qualcomm Snapdragon X2 Elite X2E-80-100 (12-Core), Memory: 16GB LPDDR5x RAM, Storage: 1TB SSD, Video Card: Integrated Snapdragon Qualcomm Adreno Graphics, Display: 13.8"" LCD PixelSense Flow Touchscreen 2304 x 1536 Screen Resolution Refresh Rate: 120Hz Brightness: 600 nits, Wi-Fi 7 (802.11be) | Bluetooth 5.4, Display connection via USB port Windows 11 Home, preinstalado. Peso: 1,40Kg. - Front Facing Camera Video Resolution 1440p (2K), 10MP Ultra HD Rear Camera"
windows,MICROSOFT Notebook,EP2-60881,"MICROSOFT SURFACE LAPTOP 8th Edition (EP2-60881) 15"" 3K PLUS TOUCHSCREEN PLATINUM",USD 1.950,STK,"Processor: Qualcomm Snapdragon X2 Plus X2P-64-100 (10-Core), Memory: 16GB LPDDR5x RAM, Storage: 512GB SSD, Video Card: Integrated Snapdragon Qualcomm Adreno Graphics, Display: 15"" LCD PixelSense Flow Touchscreen 3270 x 2180 Screen Resolution Refresh Rate: 120Hz Brightness: 600 nits, Wi-Fi 7 (802.11be) | Bluetooth 5.4, Display connection via USB port Windows 11 Home, preinstalado. Peso: 1,40Kg. - Front Facing Camera Video Resolution 1440p (2K), 10MP Ultra HD Rear Camera"
windows,MICROSOFT Notebook,EP2-60139,"MICROSOFT SURFACE LAPTOP 8th Edition (EP2-60139) 15"" 3K PLUS TOUCHSCREEN BLACK",USD 2.400,STK,"Processor: Qualcomm Snapdragon X2 Elite X2E-80-100 (12-Core), Memory: 16GB LPDDR5x RAM, Storage: 1TB SSD, Video Card: Integrated Snapdragon Qualcomm Adreno Graphics, Display: 15"" LCD PixelSense Flow Touchscreen 3270 x 2180 Screen Resolution Refresh Rate: 120Hz Brightness: 600 nits, Wi-Fi 7 (802.11be) | Bluetooth 5.4, Display connection via USB port Windows 11 Home, preinstalado. Peso: 1,40Kg. - Front Facing Camera Video Resolution 1440p (2K), 10MP Ultra HD Rear Camera"
windows,MSI Notebook,A2HMTG-032US,"MSI Venture 16 AI (A2HMTG-032US) 16"" OLED TOUCHSCREEN LAPTOP BLACK",USD 1.750,STK,"Processor:2.7 - 5.4 GHz Intel® Core™ Ultra 9 285H (16 Cores), Memory: 32GB LPDDR5x RAM, Storage: 1TB SSD, Video Card: Integrated Intel® Arc™ 140T GPU, Display: 16"" OLED (2048 x 1280) Touchscreen 100% DCI-P3, Intel WiFi 6E AX211 & Bluetooth 5.32 Windows 11 Home, preinstalado. Peso: 1,90Kg. -720p HD Webcam"
windows,MSI Notebook,C3MTG-227US,"MSI Prestige 16 AI+ Copilot (C3MTG-227US) 16"" 2.8K OLED TOUCHSCREEN LAPTOP BLACK",USD 2.050,STK,"Processor: Intel® Core™ Ultra X7 358H (up to 4.8 GHz with Intel® Turbo Boost Technology, 18 MB L3 cache, 16 cores, 16 threads), Memory: 32GB LPDDR5x 8533MHz RAM, Storage: 1TB M.PCIe NVMe Solid State Drive, Video Card: Integrated Intel® Arc™ B390 GPU Graphics (12 Xe-cores), Display: 16"" 2.8K OLED (2880x1800), 120Hz, 100% DCI-P3, Touchscreen, Wi-Fi 7 + Bluetooth 6.0 Windows 11 Home, preinstalado. Peso: 1,45Kg. - FHD (1080p) IR Webcam with Privacy Shutter"
windows,SAMSUNG Notebook,NP940XHA-KG1US,"SAMSUNG GALAXY BOOK 5 PRO (NP940XHA-KG1US) 14"" 3K AMOLED TOUCHSCREEN LAPTOP GRAY",USD 1.550,STK,"Processor: 3.6 gigahertz Intel Core Ultra 7 Series 1 Evo Edition 155H, Memory: 16GB LPDDR5X 7467 Mhz RAM, Storage: 512GB PCIe® NVMe™ M.2 Solid State Drive, Video Card: Integrated Intel Arc, Display: 14"" 2880 x 1800 AMOLED Touchscreen Refresh Rate 120Hz, AX Wi-Fi 6E Bluetooth Microsoft® Windows 11 Home (64-bit) , preinstalado Peso 1.23Kg, Integrated 720p Webcam"
windows,SAMSUNG Notebook,NP750XQB-KA2US,"SAMSUNG GALAXY BOOK 4 EDGE (NP750XQB-KA2US) 15.6"" FHD LED LATOP SHAPPIRE BLUE [Pad Numérico]",USD 920,STK,"Processor: 3 gigahertz Snapdragon X X1-26-100, Memory: 16GB LPDDR5X RAM, Storage: 512GB UFS, Video Card: Snapdragon Qualcomm Adreno Integrated, Display: 15.6"" Full HD (1920 x 1080) IPS Copilot+ PC Refresh Rate: 60Hz, Anti-glare, Brightness: 300 nits Wi-Fi 7, Bluetooth Microsoft® Windows 11 Home (64-bit) , preinstalado Peso 1.50Kg, Integrated 720p Webcam"
windows,SAMSUNG Notebook,NP750QHA-KA1US,"SAMSUNG GALAXY BOOK 5 360 Copilot+ PC (NP750QHA-KA1US) 15.6"" FHD OLED AMOLED TOUCHSCREEN LAPTOP GRAY [Pad Numérico]",USD 1.800,STK,"Processor: 2.2 gigahertz Intel Core Ultra 7 Series 2 256V (8-core), Memory: 16GB LPDDR5X RAM, Storage: 512GB PCIe® NVMe™ M.2 Solid State Drive, Video Card: Intel Arc Integrated, display: 15.6"" Full HD (1920 x 1080) Oled amoled Touchscreen 60Hz, Wi-Fi, Bluetooth Microsoft® Windows 11 Home (64-bit) , preinstalado Peso 1.23Kg, Integrated 720p Webcam"
windows,SAMSUNG Notebook,NP940XJG-KG2US,"SAMSUNG GALAXY BOOK6 PRO (NP940XJG-KG2US) 14"" 3K AMOLED TOUCHSCREEN LAPTOP GRAY",USD 1.850,STK,"Processor: Processor: Intel® Core™ Ultra 7 356H (18M Cache, up to 4.70 GHz), Intel® NPU, Memory: 16GB LPDDR5X, Storage: 512GB NVMe SSD, Display: 14"" WQXGA+ (2880 x 1800) Touchscreen Dynamic AMOLED 2X, Anti-Reflective, Wi-Fi 7, 802.11 a/b/g/n/ac/ax/be, Bluetooth v5.4, FingerPrint Reader Video Card: Intel® Graphics Microsoft® Windows 11 Home (64-bit) , preinstalado Peso 2.73Kg, 2M Camera, Internal Dual Array Digital Mic"
windows,SAMSUNG Notebook,NP760XJG-KG2US,"SAMSUNG GALAXY BOOK 6 (NP760XJG-KG2US) 16"" TOUCHSCREEN IPS LED TOUCHSCREEN LAPTOP GRAY",USD 1.550,STK,"Processor: Intel Core Ultra 7 Series 3 355 L3 12 megabytes, Memory: 16GB LPDDR5X, Storage: 512GB SSD, Video Card: Intel Arc Integrated Graphics, Display: 16"" Full HD+ (1920 x 1200) LED IPS Touch Screen Refresh Rate 120Hz Brightness: 350 nits, Wi-Fi, Bluetooth Microsoft® Windows 11 Home (64-bit) , preinstalado Peso 1.85Kg, Integrated 1080p Webcam"
windows,SAMSUNG Notebook,NP960QHA-KG3US,SAMSUNG GALAXY BOOK 5 PRO 360 (NP960QHA-KG3US) Copilot+ PC 16” 3K AMOLED TOUCHSCREEN LAPTOP 2-in-1 GRAY [Pad Numérico] S Pen Included,USD 2.200,STK,"Processor: Intel® Core™ Ultra 7 258V (P-core Up to 4.8 GHz 12 MB LLC Cache), NPU - Intel® AI Boost, Memory: 32GB LPDDR5X RAM, Storage: 1TB NVMe SSD, Video Card: Intel® Arc™ 140V GPU (16 GB), Display: 16"" WQXGA+ AMOLED Display (2880 x 1800), Anti-Reflective, Touchscreen Panel, S Pen Support, Wi-Fi 7, 802.11 be, Bluetooth v5.4 Microsoft® Windows 11 Home (64-bit) , preinstalado Peso 1.65Kg, 2M Camera, Internal Dual Array Digital Mic"
windows,SAMSUNG Notebook,NP960XJG-KA2US,"SAMSUNG GALAXY BOOK6 PRO (NP960XJG-KA2US) 16"" 3K AMOLED TOUCHSCREEN LAPTOP GRAY",USD 2.400,STK,"Processor: Processor: Intel® Core™ Ultra 7 356H (18M Cache, up to 4.70 GHz), Intel® NPU, Memory: 16GB LPDDR5X RAM, Storage: 1TB NVMe SSD, Video Card: Intel® Graphics, Display: 16"" WQXGA+ (2880 x 1800) Touchscreen Dynamic AMOLED 2X, Anti-Reflective 120Hz, Wi-Fi 7, 802.11 a/b/g/n/ac/ax/be, Bluetooth v5.4, FingerPrint Reader Microsoft® Windows 11 Home (64-bit) , preinstalado Peso 2.73Kg, 2M Camera, Internal Dual Array Digital Mic"
windows,ASUS Gamer,G615LP-MS96,"ASUS ROG Strix G16 (G615LP-MS96) 16""2.5K GAMING NOTEBOOK 240Hz ECLIPSE GRAY",USD 2.800,CONS,"Processor: 2.1GHz Intel Core Ultra 9 Series 2 Core Ultra 275HX, Memory: 32GB DDR5 5600MHz RAM, Storage: 1TB PCIe® 4.0 NVMe™ M.2 Solid State Drive, Display: 16"" 2.5K (2560x1600) IPS Anti-Glare Refresh Rate 240Hz Brightness: 500 nits, 2.5Gb 10/100/1000/2500Mbps LAN Wi-Fi 7 802.11be+Bluetooth 5.4 Wireless Card Video Card: NVIDIA GeForce RTX 5070 8GB GDDR7 Windows 11 Home x64, preinstalado. Peso 3,00Kg. - 720P HD camera 2-speaker system with Smart Amplifier Technology"
windows,ASUS Gamer,G615LR-MS97,"ASUS ROG Strix G16 (G615LR-MS97) 16"" 2.5K GAMING NOTEBOOK ECLIPSE GRAY",USD 3.400,STK,"Processor: 2.1GHz Intel Core Ultra 9 Series 2 Core Ultra 275HX, Memory: 32GB DDR5 5600MHz RAM, Storage: 2TB PCIe® 4.0 NVMe™ M.2 Solid State Drive, Display: 16"" 2.5K (2560x1600) IPS Anti-Glare Refresh Rate 240Hz Brightness: 500 nits, 2.5Gb 10/100/1000/2500Mbps LAN Wi-Fi 7 802.11be+Bluetooth 5.4 Wireless Card Video Card: NVIDIA GeForce RTX 5070 Ti 12GB GDDR7 Windows 11 Home x64, preinstalado. Peso 3,00Kg. - 720P HD camera 2-speaker system with Smart Amplifier Technology"
windows,ASUS Gamer,GU605CX-G16.U9X5090,"ASUS ROG ZEPHYRUS G16 (GU605CX-G16.U9X5090) 16"" 2.5K OLED GAMING LAPTOP IPS 240Hz ECLIPSE GRAY",USD 5.000,STK,"Processor: 2.5GHz Intel Core Ultra 9 Series 2 Core Ultra 285H up to 5.4 gigahertz (16-core), Memory: 32GB DDR5 7467MHz RAM, Storage: 2TB PCIe® 4.0 NVMe™ M.2 Solid State Drive, Display: 16"" 2.5K (2560x1600) IPS Anti-Glare Refresh Rate 240Hz Brightness: 500 nits, 2.5Gb 10/100/1000/2500Mbps LAN Wi-Fi 7 802.11be+Bluetooth 5.4 Wireless Card Video Card: NVIDIA GeForce RTX 5090 24GB GDDR7 Windows 11 Home x64, preinstalado. Peso 1,95Kg. - 720P HD camera 2-speaker system with Smart Amplifier Technology"
windows,ASUS Gamer,FA808UM-IS74,"ASUS TUF A18 (FA808UM-IS74) 18"" 2K GAMING LAPTOP IPS 144Hz GRAY",USD 1.850,STK,"Processor: 3.8GHz AMD Ryzen™ 7 260 (24MB Cache, up to 5.1 GHz, 8 cores, 16 Threads), AMD XDNA™ NPU up to 16TOPS, Memory: 16GB DDR5 5600 MHz RAM, Storage: 1TB PCIe® 4.0 NVMe™ M.2 Solid State Drive, Display: 18"" Full HD+ (1920 x 1200, WUXGA), 16:10 aspect ratio, 30nits 144Hz refresh rate, RJ45 LAN port (left) Wi-Fi 6E(802.11ax) (Triple band) 2*2 + Bluetooth® 5.3 , Backlit Chiclet Keyboard 1-Zone RGB Video Card: NVIDIA GeForce RTX 5060 8GB GDDR7 Windows 11 Home x64, preinstalado. Peso 3,00Kg. - 1080P FHD IR Camera for Windows Hello Built-in array microphone; 1x 35mm Combo Audio Jack"
windows,ASUS Gamer,G815LM-IB96,"ASUS ROG Strix NEBULA G18 (G815LM-IB96) 18"" 2,5K GAMING LAPTOP IPS ECLIPSE GRAY (Pad Numérico)",USD 3.000,STK,"Processor: 2.7 GHz Intel® Core™ Ultra 9 Processor 290HX PLUS (36MB Cache, up to 5.5 GHz, 24 cores, 24 Threads), Memory: 32GB DDR5 5600 SO-DIMM RAM, Storage: 1TB PCIe® 4.0 NVMe™ M.2 SSD, 18'' 2.5K (2560x1600), IPS, 300Hz refresh rate, 3ms, G-Sync; 16:10 aspect ratio; 500nits, RJ45 LAN port, Wi-Fi 7(802.11be) (Triple band) 2*2 + Bluetooth® 5.4 Wireless Card, Backlit 4-Zone RGB Chiclet Keyboard with Copilot key Video Card: NVIDIA® GeForce RTX™ 5060 Laptop GPU 8GB DDR7 Windows 11 Home x64, preinstalado. Peso 3,00Kg. - 1080P FHD IR Camera for Windows Hello, Built-in array microphone2"
windows,ASUS Gamer,G815LR-IS97,"ASUS ROG STRIX 18 (G815LR-IS97) 18"" 2.5K WQXGA GAMING LAPTOP 240Hz ECLIPSE GRAY (Pad Numerico)",USD 3.400,STK,"Processor: Intel® Core™ Ultra 9 Processor 275HX 2.7 GHz (36MB Cache, up to 5.4 GHz, 24 cores, 24 Threads), Memory: 32GB DDR5 5600MHz RAM, Storage: 2TB PCIe® 4.0 NVMe™ M.2 Solid State Drive, Display: ROG Nebula Display;18""; 2.5K (2560x1600, WQXGA) 16:10 aspect ratio, 500nits 240Hz refresh rate, Wi-Fi 7(802.11be) (Triple band), Bluetooth® 5.4 Video Card: NVIDIA® GeForce RTX™ 5070 Ti, 12GB GDDR7 Windows 11 Home x64, preinstalado. Peso 3,00Kg. - 1080P FHD IR Camera for Windows Hello, Built-in array microphone"
windows,ASUS Gamer,G815LW-G18.U95080,"ASUS ROG STRIX G18 (G815LW-G18.U95080) 18"" 2.5K WQXGA GAMING LAPTOP 240Hz ECLIPSE GRAY (Pad Numerico)",USD 3.900,STK,"Processor: Intel® Core™ Ultra 9 Processor 275HX 2.7 GHz (36MB Cache, up to 5.4 GHz, 24 cores, 24 Threads), Memory: 32GB DDR5 5600MHz RAM, Storage: 2TB PCIe® 4.0 NVMe™ M.2 Solid State Drive, Display: ROG Nebula Display;18""; 2.5K (2560x1600, WQXGA) 16:10 aspect ratio, 500nits 240Hz refresh rate, Wi-Fi 7(802.11be) (Triple band), Bluetooth® 5.4 Video Card: NVIDIA GeForce RTX 5080 16GB GDDR7 Windows 11 Home x64, preinstalado. Peso 3,48Kg. - 1080P FHD IR Camera for Windows Hello"
windows,ASUS Gamer,G835LX-XS98,"ASUS ROG Strix SCAR 18 (G835LX-XS98) 90NR0LF1-M00730 18"" 2.5K WQXGA GAMING LAPTOP OFF BLACK",USD 5.600,CONS,"Processor: 2.7GHz Intel Core Ultra 9 275HX (36MB Cache, up to 5.4 GHz, 24 cores, 24 Threads), Memory: 64GB DDR5-5600 RAM, Storage: 2TB PCIe® 4.0 NVMe™ M.2 Performance SSD, Display: 18"" 2.5K (2560 x 1600) WQXGA WQXGA Mini LED Anti-Glare 240Hz, Wi-Fi 7(802.11be) (Triple band), Bluetooth® 5.4 Wireless Card Video Card: NVIDIA GeForce RTX 5090 24GB GDDR7 Windows 11 Home x64, preinstalado. Peso 3,48Kg. - 1080P FHD IR Camera for Windows Hello, Built-in array microphone"
windows,DELL Gamer,LDA15265-7256BLK,"DELL ALIENWARE (LDA15265-7256BLK) 15.3"" 2K GAMING LAPTOP 165Hz BLACK",USD 2.400,STK,"Processor: 3.8 gigahertz AMD Ryzen 7 260 (8-core), Memory: 32GB DDR5 5600 megahertz RAM, Storage: 1TB PCIe® NVMe™ M.2 Solid State Drive, Display: 15.3"" Full HD+ (1920 x 1200) LCD Refresh Rate: 165Hz, Brightness: 300 nits, Wi-Fi 6 Bluetooth Video Card: NVIDIA GeForce RTX 5060 8GB Windows 11 Home x64 bits, preinstalado Peso 2,69 Kg, FHD IR Camera Display with dual-array microphones,"
windows,DELL Gamer,LAC16250-7568BLU,"DELL ALIENWARE 16X AURORA (LAC16250-7568BLU) 16"" 2,5K GAMING LAPTOP 120Hz INTERSTELLAR INDIGO",USD 2.200,CONS,"Processor: 2.5 gigahertz Intel Core 7 Series 2 240H (10-core), Memory: 32GB 5600 MT/s RAM, Storage: 1TB PCIe® NVMe™ M.2 Solid State Drive, Display: 16"" (2560 x 1600) Refresh Rate 120Hz, Brightness: 300 nits Ethernet Card 10/100/1000, Wi-Fi 7, Bluetooth Video Card: NVIDIA GeForce RTX 5060 8GB GDDR7 Windows 11 Home x64 bits, preinstalado Peso 2,69 Kg, FHD IR Camera Display with dual-array microphones,"
windows,DELL Gamer,LAC16251-9582BLU,"DELL ALIENWARE 16X AURORA (LAC16251-9582BLU) 16"" QHD+ GAMING LAPTOP 240hz BLUE",USD 2.700,CONS,"Processor: Intel® Core Ultra 9 275HX (24-Core, 36MB Total Cache, 2.7GHz to 5.4GHz), Memory: 32GB 6400 MT/s RAM, Storage: 2TB PCIe® NVMe™ M.2 Solid State Drive, Display: 16"" (2560 x 1600) Refresh Rate 240Hz, Ethernet Card 10/100/1000, Wi-Fi, Bluetooth Video Card: NVIDIA® GeForce RTX™ 5070 8GB GDDR7 Windows 11 Home x64 bits, preinstalado Peso 2,69 Kg, FHD IR Camera Display with dual-array microphones,"
windows,DELL Gamer,LAA18250-9444B,"DELL ALIENWARE 18 AREA-51 (LAA18250-9444B) 18"" QHD+ GAMING LAPTOP LIQUID TEAL",USD 3.900,STK,"Processor: Intel® Core Ultra 9 275HX (24-Core, 36MB Total Cache, 2.7GHz to 5.4GHz), Memory: 32GB 6400 MT/s RAM, Storage: 2TB PCIe® NVMe™ M.2 Solid State Drive, Display: 18"" QHD+ ComfortView+ Anti-Glare Display, Ethernet Card: Killer E5000 2.5GbE LAN, Intel Killer Wi-Fi 7 BE1750, Bluetooth 5.4 Video Card: NVIDIA® GeForce RTX™ 5070 Ti 12GB GDDR7 Windows 11 Home x64 bits, preinstalado Peso 4,34 Kg, FHD IR Camera Display with dual-array microphones,"
windows,DELL Gamer,LAA18250-9383BLU,"DELL ALIENWARE AREA-51 (LAA18250-9383BLU) 18"" QHD+ GAMING LAPTOP 300Hz LIQUID TEAL",USD 4.900,STK,"Processor: Intel® Core Ultra 9 processor 275HX (24-Core, 36MB Total Cache, 2.7GHz to 5.4GHz), Memory: 64GB DDR5 6400 RAM, Storage: 2TB M.2 PCIe NVMe SSD, Display: 18"" QHD+ (2560 x 1600) 300Hz, 3ms, ComfortView Plus, NVIDIA G-SYNC + DDS, 100% DCI-P3, FHD IR Camera, Intel Killer™ 1750 and Bluetooth 5.4 Video Card: NVIDIA GeForce RTX 5090 (24GB GDDR7) Windows 11 Home x64 bits, preinstalado Peso 4,23Kg, Integrated 1080p at 30 fps FHD IR camera Dual-array microphones"
windows,HP Gamer,15-ga0103cl,"HP HyperX OMEN (15-ga0103cl) 15.3"" 2.5K IPS GAMING LAPTOP 180Hz BLACK",USD 2.800,STK,"Processor:Intel® Core™ Ultra 9 275HX up to 5.4 GHz with Intel® Turbo Boost Technology (24 cores), Memory: 32GB DDR5-5600 MT/s RAM, Storage: 1TB PCIe® Gen4 NVMe™ M.2 SSD, Display: 15.3"" 2.5K (2560 x 1600), up to 180 Hz, 3 ms response time, IPS, micro-edge, anti-glare, Low Blue Light, 500 nits, 100% sRGB, Variable Refresh Rate support, Wi-Fi 7 (2x2) and Bluetooth® 6.0 wireless card, Integrated 10/100/1000 GbE LAN, HyperX with dual speakers, DTS: X® Ultra Video Card: NVIDIA® GeForce RTX™ 5070 Laptop GPU (8 GB GDDR7 dedicated) Windows 11 Home x64 bits, preinstalado Peso 2,53Kg, 1080P FHD camera with HDR auto switch and temporal noise reduction"
